letter,input_days,output_days,experiment_name,weighted_metric
J,30,1,20_J_exp8,0.013876669465354756
J,30,1,20_J_exp32,0.013364894638666839
J,30,1,20_J_exp64,0.013259681610114267
J,30,7,20_J_exp8,0.01848032580840103
J,30,7,20_J_exp32,0.01805914287415275
J,30,7,20_J_exp64,0.018352617081878575
J,60,1,20_J_exp8,0.014072295048822197
J,60,1,20_J_exp32,0.013572899101114871
J,60,1,20_J_exp64,0.013513569956262145
J,60,7,20_J_exp8,0.018288724311587342
J,60,7,20_J_exp32,0.01797986928034913
J,60,7,20_J_exp64,0.017927638544705495
