letter,input_days,output_days,experiment_name,weighted_metric
N,30,1,20_N_exp8,0.014123440720140934
N,30,1,20_N_exp32,0.012647289782762527
N,30,1,20_N_exp64,0.01286670845001936
N,30,7,20_N_exp8,0.017850594595074654
N,30,7,20_N_exp32,0.017254019156098366
N,30,7,20_N_exp64,0.017173869535326958
N,60,1,20_N_exp8,0.013839018531143664
N,60,1,20_N_exp32,0.012757018208503723
N,60,1,20_N_exp64,0.012342222034931185
N,60,7,20_N_exp8,0.01760471984744072
N,60,7,20_N_exp32,0.017460087314248085
N,60,7,20_N_exp64,0.017891453579068184
