letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,20_Y_exp8,0.014193140901625156
Y,30,1,20_Y_exp32,0.012576881796121596
Y,30,1,20_Y_exp64,0.01249295100569725
Y,30,7,20_Y_exp8,0.017555590718984604
Y,30,7,20_Y_exp32,0.01716686598956585
Y,30,7,20_Y_exp64,0.01732071116566658
Y,60,1,20_Y_exp8,0.013749470934271812
Y,60,1,20_Y_exp32,0.012613903731107712
Y,60,1,20_Y_exp64,0.01241206843405962
Y,60,7,20_Y_exp8,0.017593640834093094
Y,60,7,20_Y_exp32,0.01710863225162029
Y,60,7,20_Y_exp64,0.01710524968802929
