letter,input_days,output_days,experiment_name,weighted_metric
AB,30,1,20_AB_exp8,0.013402032665908337
AB,30,1,20_AB_exp32,0.012834480963647366
AB,30,1,20_AB_exp64,0.012531602755188942
AB,30,7,20_AB_exp8,0.017712360247969627
AB,30,7,20_AB_exp32,0.01738469116389751
AB,30,7,20_AB_exp64,0.0171824898570776
AB,60,1,20_AB_exp8,0.014277008362114431
AB,60,1,20_AB_exp32,0.01275527197867632
AB,60,1,20_AB_exp64,0.012539004907011986
AB,60,7,20_AB_exp8,0.017795855179429054
AB,60,7,20_AB_exp32,0.017710214480757713
AB,60,7,20_AB_exp64,0.017232716083526608
