letter,input_days,output_days,experiment_name,weighted_metric
G,30,1,20_G_exp8,0.013220788910984993
G,30,1,20_G_exp32,0.012691998854279518
G,30,1,20_G_exp64,0.0125671299174428
G,30,7,20_G_exp8,0.01883283257484436
G,30,7,20_G_exp32,0.017865553498268127
G,30,7,20_G_exp64,0.017867065966129303
G,60,1,20_G_exp8,0.013325423933565615
G,60,1,20_G_exp32,0.012694132514297962
G,60,1,20_G_exp64,0.012486199848353864
G,60,7,20_G_exp8,0.018542513251304626
G,60,7,20_G_exp32,0.01871432363986969
G,60,7,20_G_exp64,0.01887461543083191
