1,1,1,0,1,30,1,0.2171386182308197,0.2171386182308197,3318,62.286949157714844,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays1,91
1,1,1,0,1,30,7,0.022644847631454468,0.022644847631454468,3318,55.32080554962158,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo1.idays30.odays7,81
1,1,1,0,1,60,1,0.027434518560767174,0.027434518560767174,3318,69.12026286125183,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays1,100
1,1,1,0,1,60,7,0.1334657371044159,0.1334657371044159,3318,68.71392750740051,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo1.idays60.odays7,100
1,1,1,0,3,30,1,0.03738279640674591,0.03738279640674591,3318,49.162925243377686,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays1,72
1,1,1,0,3,30,7,0.061813078820705414,0.061813078820705414,3318,68.28380870819092,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo3.idays30.odays7,100
1,1,1,0,3,60,1,0.08198399096727371,0.08198399096727371,3318,68.66235017776489,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays1,100
1,1,1,0,3,60,7,0.06565205007791519,0.06565205007791519,3318,68.26307392120361,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo3.idays60.odays7,100
1,1,1,0,4,30,1,0.16883791983127594,0.16883791983127594,3318,68.53829884529114,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays1,100
1,1,1,0,4,30,7,0.3196568191051483,0.3196568191051483,3318,7.878961801528931,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo4.idays30.odays7,11
1,1,1,0,4,60,1,0.16505499184131622,0.16505499184131622,3318,68.32089281082153,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays1,100
1,1,1,0,4,60,7,0.014842631295323372,0.014842631295323372,3318,68.68100476264954,5_H_exp0.3,5_H.v1.l1.ds1.l_combo0.ds_combo4.idays60.odays7,100
1,1,1,1,1,30,1,0.14287838339805603,0.14287838339805603,3368,68.84304618835449,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays1,100
1,1,1,1,1,30,7,0.09223408997058868,0.09223408997058868,3368,67.24912190437317,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo1.idays30.odays7,98
1,1,1,1,1,60,1,0.15383504331111908,0.15383504331111908,3368,54.24467849731445,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays1,79
1,1,1,1,1,60,7,0.06819438934326172,0.06819438934326172,3368,45.869502782821655,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo1.idays60.odays7,66
1,1,1,1,3,30,1,0.05830278620123863,0.05830278620123863,2737,56.683687686920166,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays1,100
1,1,1,1,3,30,7,0.0656387135386467,0.0656387135386467,2737,56.95633935928345,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo3.idays30.odays7,100
1,1,1,1,3,60,1,0.023765021935105324,0.023765021935105324,2737,56.711042404174805,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays1,100
1,1,1,1,3,60,7,0.022946132346987724,0.022946132346987724,2737,57.177483320236206,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo3.idays60.odays7,100
1,1,1,1,4,30,1,0.01920035108923912,0.01920035108923912,3368,36.30097675323486,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays1,52
1,1,1,1,4,30,7,0.2950504422187805,0.2950504422187805,3368,7.900487422943115,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo4.idays30.odays7,11
1,1,1,1,4,60,1,0.10467372089624405,0.10467372089624405,3368,69.19909238815308,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays1,100
1,1,1,1,4,60,7,0.28540655970573425,0.28540655970573425,3368,8.050840616226196,5_H_exp0.3,5_H.v1.l1.ds1.l_combo1.ds_combo4.idays60.odays7,11
1,1,1,2,1,30,1,0.0019292758079245687,0.0019292758079245687,3303,67.86330151557922,5_H_exp0.3,5_H.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays1,100
1,1,1,2,1,30,7,0.11968247592449188,0.11968247592449188,3303,67.6606502532959,5_H_exp0.3,5_H.v1.l1.ds1.l_combo2.ds_combo1.idays30.odays7,100
1,1,1,2,1,60,1,0.002086598426103592,0.002086598426103592,3303,67.39731740951538,5_H_exp0.3,5_H.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays1,100
1,1,1,2,1,60,7,0.09676740318536758,0.09676740318536758,3303,66.88760304450989,5_H_exp0.3,5_H.v1.l1.ds1.l_combo2.ds_combo1.idays60.odays7,99
1,1,1,2,3,30,1,0.05802249535918236,0.05802249535918236,3303,68.06646347045898,5_H_exp0.3,5_H.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays1,100
1,1,1,2,3,30,7,0.010714547708630562,0.010714547708630562,3303,45.324280738830566,5_H_exp0.3,5_H.v1.l1.ds1.l_combo2.ds_combo3.idays30.odays7,67
1,1,1,2,3,60,1,0.046414654701948166,0.046414654701948166,3303,68.27502989768982,5_H_exp0.3,5_H.v1.l1.ds1.l_combo2.ds_combo3.idays60.odays1,100
