letter,input_days,output_days,experiment_name,weighted_metric
G,30,1,8_G_exp8,0.012397939339280128
G,30,1,8_G_exp32,0.012552737258374693
G,30,1,8_G_exp64,0.01556808315217495
G,30,7,8_G_exp8,0.016631951555609703
G,30,7,8_G_exp32,0.012009931728243828
G,30,7,8_G_exp64,0.011052632704377173
G,60,1,8_G_exp8,0.013894729316234587
G,60,1,8_G_exp32,0.01261710375547409
G,60,1,8_G_exp64,0.01570456102490425
G,60,7,8_G_exp8,0.015292192809283732
G,60,7,8_G_exp32,0.0128787225112319
G,60,7,8_G_exp64,0.010030312463641168
