letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,8_Y_exp8,0.012567166239023209
Y,30,1,8_Y_exp32,0.012522351928055286
Y,30,1,8_Y_exp64,0.01605667732656002
Y,30,7,8_Y_exp8,0.017310135066509247
Y,30,7,8_Y_exp32,0.014440943486988544
Y,30,7,8_Y_exp64,0.012247399426996708
Y,60,1,8_Y_exp8,0.01138073205947876
Y,60,1,8_Y_exp32,0.011273297481238842
Y,60,1,8_Y_exp64,0.016895588487386703
Y,60,7,8_Y_exp8,0.01578937470912933
Y,60,7,8_Y_exp32,0.01561508886516094
Y,60,7,8_Y_exp64,0.010838250629603864
