letter,input_days,output_days,experiment_name,weighted_metric
D,30,1,8_D_exp8,0.01284705438488497
D,30,1,8_D_exp32,0.01291654418438727
D,30,1,8_D_exp64,0.0128560736563734
D,30,7,8_D_exp8,0.016284319708061414
D,30,7,8_D_exp32,0.01233952679129932
D,30,7,8_D_exp64,0.010234687791504504
D,60,1,8_D_exp8,0.013067686298091194
D,60,1,8_D_exp32,0.01288214089063722
D,60,1,8_D_exp64,0.01349691524973549
D,60,7,8_D_exp8,0.015562658823701291
D,60,7,8_D_exp32,0.01095551730113541
D,60,7,8_D_exp64,0.009626989702373278
