letter,input_days,output_days,experiment_name,weighted_metric
B,30,1,8_B_exp8,0.012847737725556752
B,30,1,8_B_exp32,0.012322554598745119
B,30,1,8_B_exp64,0.01349273771849688
B,30,7,8_B_exp8,0.015499286420429439
B,30,7,8_B_exp32,0.010612573467961482
B,30,7,8_B_exp64,0.0095748034880706
B,60,1,8_B_exp8,0.01289556697501164
B,60,1,8_B_exp32,0.012537114859144223
B,60,1,8_B_exp64,0.014520265638792627
B,60,7,8_B_exp8,0.015308242139705061
B,60,7,8_B_exp32,0.010935203372790482
B,60,7,8_B_exp64,0.009229398049574579
