letter,input_days,output_days,experiment_name,weighted_metric
A,30,1,8_A_exp8,0.012880265712738035
A,30,1,8_A_exp32,0.01283868122845888
A,30,1,8_A_exp64,0.01725054532289505
A,30,7,8_A_exp8,0.015607518143951891
A,30,7,8_A_exp32,0.013143787160515785
A,30,7,8_A_exp64,0.011533000506460668
A,60,1,8_A_exp8,0.012438260950148106
A,60,1,8_A_exp32,0.012806622311472893
A,60,1,8_A_exp64,0.018016617745161057
A,60,7,8_A_exp8,0.016330717131495476
A,60,7,8_A_exp32,0.013203354552388193
A,60,7,8_A_exp64,0.010658943094313143
