letter,input_days,output_days,experiment_name,weighted_metric
AB,30,1,22_AB_exp8,0.01699679344892502
AB,30,1,22_AB_exp32,0.01679074577987194
AB,30,1,22_AB_exp64,0.016930039972066883
AB,30,7,22_AB_exp8,0.020949553698301315
AB,30,7,22_AB_exp32,0.020820656791329384
AB,30,7,22_AB_exp64,0.02033665589988232
AB,60,1,22_AB_exp8,0.017201421782374382
AB,60,1,22_AB_exp32,0.017237752676010132
AB,60,1,22_AB_exp64,0.017351247370243073
AB,60,7,22_AB_exp8,0.020025372505187992
AB,60,7,22_AB_exp32,0.02017018385231495
AB,60,7,22_AB_exp64,0.020084166899323463
