letter,input_days,output_days,experiment_name,weighted_metric
A,30,1,22_A_exp8,0.01718311756849289
A,30,1,22_A_exp32,0.017079543322324753
A,30,1,22_A_exp64,0.017056360840797424
A,30,7,22_A_exp8,0.02065987139940262
A,30,7,22_A_exp32,0.02083129808306694
A,30,7,22_A_exp64,0.02129637636244297
A,60,1,22_A_exp8,0.01743897795677185
A,60,1,22_A_exp32,0.016746088862419132
A,60,1,22_A_exp64,0.016802268102765083
A,60,7,22_A_exp8,0.020543722435832024
A,60,7,22_A_exp32,0.02035832591354847
A,60,7,22_A_exp64,0.020401276648044583
