letter,input_days,output_days,experiment_name,weighted_metric
AD,30,1,22_AD_exp8,0.01743318885564804
AD,30,1,22_AD_exp32,0.01711125858128071
AD,30,1,22_AD_exp64,0.017069492489099503
AD,30,7,22_AD_exp8,0.020968232303857803
AD,30,7,22_AD_exp32,0.020545909181237217
AD,30,7,22_AD_exp64,0.02051413431763649
AD,60,1,22_AD_exp8,0.01732660084962845
AD,60,1,22_AD_exp32,0.017291322350502014
AD,60,1,22_AD_exp64,0.017124591395258904
AD,60,7,22_AD_exp8,0.02070203423500061
AD,60,7,22_AD_exp32,0.02063050866127014
AD,60,7,22_AD_exp64,0.02102169021964073
