letter,input_days,output_days,experiment_name,weighted_metric
W,30,1,22_W_exp8,0.017463285475969315
W,30,1,22_W_exp32,0.016754647716879845
W,30,1,22_W_exp64,0.016878163442015648
W,30,7,22_W_exp8,0.02047211118042469
W,30,7,22_W_exp32,0.02009555883705616
W,30,7,22_W_exp64,0.02088751271367073
W,60,1,22_W_exp8,0.017738739028573036
W,60,1,22_W_exp32,0.017578206956386566
W,60,1,22_W_exp64,0.017017044126987457
W,60,7,22_W_exp8,0.02008782885968685
W,60,7,22_W_exp32,0.020047573372721672
W,60,7,22_W_exp64,0.020265817642211914
