letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,22_Y_exp8,0.01727622002363205
Y,30,1,22_Y_exp32,0.016962748020887375
Y,30,1,22_Y_exp64,0.01710258238017559
Y,30,7,22_Y_exp8,0.02044903114438057
Y,30,7,22_Y_exp32,0.020389696583151817
Y,30,7,22_Y_exp64,0.020978733897209167
Y,60,1,22_Y_exp8,0.017500121146440506
Y,60,1,22_Y_exp32,0.016825180500745773
Y,60,1,22_Y_exp64,0.016704197973012924
Y,60,7,22_Y_exp8,0.02050222083926201
Y,60,7,22_Y_exp32,0.02078809030354023
Y,60,7,22_Y_exp64,0.02041102759540081
