letter,input_days,output_days,experiment_name,weighted_metric
F,30,1,22_F_exp8,0.017365411186136867
F,30,1,22_F_exp32,0.017283909553035846
F,30,1,22_F_exp64,0.017448106921520552
F,30,7,22_F_exp8,0.020595517621899977
F,30,7,22_F_exp32,0.020965505483317652
F,30,7,22_F_exp64,0.020946042737414853
F,60,1,22_F_exp8,0.01759521855518785
F,60,1,22_F_exp32,0.017478501559196023
F,60,1,22_F_exp64,0.017427540394015797
F,60,7,22_F_exp8,0.020596081252061145
F,60,7,22_F_exp32,0.021091178462629312
F,60,7,22_F_exp64,0.022106078486623507
