letter,input_days,output_days,experiment_name,weighted_metric
T,30,1,22_T_exp8,0.016901176422834396
T,30,1,22_T_exp32,0.0165816992521286
T,30,1,22_T_exp64,0.016946490854024887
T,30,7,22_T_exp8,0.021705245599150658
T,30,7,22_T_exp32,0.0202447772026062
T,30,7,22_T_exp64,0.020936137065291405
T,60,1,22_T_exp8,0.017214560881257057
T,60,1,22_T_exp32,0.0169349517673254
T,60,1,22_T_exp64,0.0170134250074625
T,60,7,22_T_exp8,0.02071503736078739
T,60,7,22_T_exp32,0.02040885575115681
T,60,7,22_T_exp64,0.02008026652038097
