letter,input_days,output_days,experiment_name,weighted_metric
V,30,1,11_V_exp8,0.8299289266268413
V,30,1,11_V_exp32,0.8337868213653564
V,30,1,11_V_exp64,0.8395501295725505
V,30,7,11_V_exp8,0.8440469582875569
V,30,7,11_V_exp32,0.8526159882545471
V,30,7,11_V_exp64,0.8592054883639018
V,60,1,11_V_exp8,0.8412743250528971
V,60,1,11_V_exp32,0.8536983688672384
V,60,1,11_V_exp64,0.8636845787366231
V,60,7,11_V_exp8,0.8555084228515625
V,60,7,11_V_exp32,0.8637536565462748
V,60,7,11_V_exp64,0.8706677635510762
