letter,input_days,output_days,experiment_name,weighted_metric
Q,30,1,11_Q_exp8,0.838754673798879
Q,30,1,11_Q_exp32,0.8682769735654196
Q,30,1,11_Q_exp64,0.8419753114382426
Q,30,7,11_Q_exp8,0.8530744115511576
Q,30,7,11_Q_exp32,0.8742949565251669
Q,30,7,11_Q_exp64,0.856803834438324
Q,60,1,11_Q_exp8,0.8283224503199259
Q,60,1,11_Q_exp32,0.8509804010391235
Q,60,1,11_Q_exp64,0.8814814885457357
Q,60,7,11_Q_exp8,0.8397059837977091
Q,60,7,11_Q_exp32,0.8529204924901327
Q,60,7,11_Q_exp64,0.8631793061892191
