letter,input_days,output_days,experiment_name,weighted_metric
F,30,1,11_F_exp8,0.8762211600939432
F,30,1,11_F_exp32,0.8543210029602051
F,30,1,11_F_exp64,0.8650563557942709
F,30,7,11_F_exp8,0.8620742758115133
F,30,7,11_F_exp32,0.8674063682556152
F,30,7,11_F_exp64,0.867051919301351
F,60,1,11_F_exp8,0.8478213349978129
F,60,1,11_F_exp32,0.8473856250445048
F,60,1,11_F_exp64,0.8668845494588217
F,60,7,11_F_exp8,0.8627727031707764
F,60,7,11_F_exp32,0.8655563394228617
F,60,7,11_F_exp64,0.8679490288098654
