letter,input_days,output_days,experiment_name,weighted_metric
A,30,1,11_A_exp8,0.894041895866394
A,30,1,11_A_exp32,0.9046698808670044
A,30,1,11_A_exp64,0.9162641167640686
A,30,7,11_A_exp8,0.8812297582626343
A,30,7,11_A_exp32,0.9007397294044496
A,30,7,11_A_exp64,0.9157651662826538
A,60,1,11_A_exp8,0.9071895480155944
A,60,1,11_A_exp32,0.9356209039688109
A,60,1,11_A_exp64,0.8973855972290039
A,60,7,11_A_exp8,0.8964579105377197
A,60,7,11_A_exp32,0.9049964547157288
A,60,7,11_A_exp64,0.9065446853637696
