letter,input_days,output_days,experiment_name,weighted_metric
T,30,1,11_T_exp8,0.894041895866394
T,30,1,11_T_exp32,0.9175523519515992
T,30,1,11_T_exp64,0.8756843805313109
T,30,7,11_T_exp8,0.8839574456214905
T,30,7,11_T_exp32,0.9193249940872192
T,30,7,11_T_exp64,0.9099861383438109
T,60,1,11_T_exp8,0.8947712182998657
T,60,1,11_T_exp32,0.9052287340164183
T,60,1,11_T_exp64,0.9124183058738708
T,60,7,11_T_exp8,0.8967393636703491
T,60,7,11_T_exp32,0.8929392695426941
T,60,7,11_T_exp64,0.9115646481513976
