letter,input_days,output_days,experiment_name,weighted_metric
M,30,1,11_M_exp8,0.8428282697995504
M,30,1,11_M_exp32,0.8476559519767761
M,30,1,11_M_exp64,0.8528088887532552
M,30,7,11_M_exp8,0.8469675461451213
M,30,7,11_M_exp32,0.8569729566574097
M,30,7,11_M_exp64,0.8625632802645365
M,60,1,11_M_exp8,0.8396187543869018
M,60,1,11_M_exp32,0.8359390020370483
M,60,1,11_M_exp64,0.8311094244321188
M,60,7,11_M_exp8,0.8597756226857504
M,60,7,11_M_exp32,0.8689700245857239
M,60,7,11_M_exp64,0.8752089977264405
