letter,input_days,output_days,experiment_name,weighted_metric
AB,30,1,11_AB_exp8,0.8892109394073486
AB,30,1,11_AB_exp32,0.9088566899299622
AB,30,1,11_AB_exp64,0.8856682777404785
AB,30,7,11_AB_exp8,0.9001386761665344
AB,30,7,11_AB_exp32,0.9208044409751892
AB,30,7,11_AB_exp64,0.9002311825752258
AB,60,1,11_AB_exp8,0.8999999761581421
AB,60,1,11_AB_exp32,0.9098039269447328
AB,60,1,11_AB_exp64,0.9267973899841307
AB,60,7,11_AB_exp8,0.8904996514320374
AB,60,7,11_AB_exp32,0.8905934691429138
AB,60,7,11_AB_exp64,0.9165376424789428
