letter,input_days,output_days,experiment_name,weighted_metric
L,30,1,20_L_exp0.7,0.037230925272863896
L,30,7,20_L_exp0.7,0.02804481283328206
L,60,1,20_L_exp0.7,0.03176862855762707
L,60,7,20_L_exp0.7,0.03433962138013193
