,letter,input_days,output_days,experiment_name,weighted_metric,mean_metric,min_or_max
3,J,30,7,12_J_exp8,0.8753511627515157,0.8901952263381746,Min
11,J,60,7,12_J_exp64,0.9022497971852621,0.8901952263381746,Max
3,V,30,7,12_V_exp8,0.8738308469454448,0.8913431819942264,Min
11,V,60,7,12_V_exp64,0.9073681990305584,0.8913431819942264,Max
3,G,30,7,12_G_exp8,0.8967175483703613,0.9150134871403376,Min
11,G,60,7,12_G_exp64,0.9381186962127686,0.9150134871403376,Max
9,T,60,7,12_T_exp8,0.8982875943183899,0.9165383676687876,Min
11,T,60,7,12_T_exp64,0.9407459497451782,0.9165383676687876,Max
2,W,30,1,12_W_exp64,0.8943639397621155,0.9153254181146622,Min
6,W,60,1,12_W_exp8,0.9297385811805724,0.9153254181146622,Max
