letter,input_days,output_days,experiment_name,weighted_metric
N,30,1,21_N_exp8,0.8215266444039486
N,30,1,21_N_exp32,0.8242355003942456
N,30,1,21_N_exp64,0.8392028469667421
N,30,7,21_N_exp8,0.7729125679421955
N,30,7,21_N_exp32,0.7578028374931275
N,30,7,21_N_exp64,0.7485730852917107
N,60,1,21_N_exp8,0.8300584061186209
N,60,1,21_N_exp32,0.8384636346176644
N,60,1,21_N_exp64,0.8289547321511755
N,60,7,21_N_exp8,0.7609968684586133
N,60,7,21_N_exp32,0.7912580623964546
N,60,7,21_N_exp64,0.7876450883701674
