letter,input_days,output_days,experiment_name,weighted_metric
AA,30,1,21_AA_exp8,0.5532467774300269
AA,30,1,21_AA_exp32,0.5507333568991531
AA,30,1,21_AA_exp64,0.5503076214057024
AA,30,7,21_AA_exp8,0.35651178906866576
AA,30,7,21_AA_exp32,0.5087529394754977
AA,30,7,21_AA_exp64,0.521192809686244
AA,60,1,21_AA_exp8,0.456800114291905
AA,60,1,21_AA_exp32,0.5667076198844357
AA,60,1,21_AA_exp64,0.5344879985829074
AA,60,7,21_AA_exp8,0.5658322360773461
AA,60,7,21_AA_exp32,0.5586660689025065
AA,60,7,21_AA_exp64,0.5517754441730516
