letter,input_days,output_days,experiment_name,weighted_metric
M,30,1,21_M_exp8,0.6934377523062347
M,30,1,21_M_exp32,0.7236346850773602
M,30,1,21_M_exp64,0.7262434552935128
M,30,7,21_M_exp8,0.6020975050960443
M,30,7,21_M_exp32,0.5852914128488997
M,30,7,21_M_exp64,0.6134811352486025
M,60,1,21_M_exp8,0.6710448160436588
M,60,1,21_M_exp32,0.7258995404422345
M,60,1,21_M_exp64,0.7092713600335858
M,60,7,21_M_exp8,0.6445508944172426
M,60,7,21_M_exp32,0.6231206423181862
M,60,7,21_M_exp64,0.6112977710147101
