letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,21_Y_exp8,0.8330596620205891
Y,30,1,21_Y_exp32,0.837780152587928
Y,30,1,21_Y_exp64,0.8430836770191987
Y,30,7,21_Y_exp8,0.7531456913951864
Y,30,7,21_Y_exp32,0.7819893965885988
Y,30,7,21_Y_exp64,0.7854181516743102
Y,60,1,21_Y_exp8,0.8292273127312704
Y,60,1,21_Y_exp32,0.8326180289318611
Y,60,1,21_Y_exp64,0.8088365249464516
Y,60,7,21_Y_exp8,0.777746484397706
Y,60,7,21_Y_exp32,0.7867526826382961
Y,60,7,21_Y_exp64,0.7952424257281226
