letter,input_days,output_days,experiment_name,weighted_metric
AB,30,1,21_AB_exp8,0.8157234443834993
AB,30,1,21_AB_exp32,0.8386922477000629
AB,30,1,21_AB_exp64,0.8389899403073325
AB,30,7,21_AB_exp8,0.7636278363520208
AB,30,7,21_AB_exp32,0.7726887617013846
AB,30,7,21_AB_exp64,0.7500315240033943
AB,60,1,21_AB_exp8,0.8303130211513233
AB,60,1,21_AB_exp32,0.8315543027663523
AB,60,1,21_AB_exp64,0.8375451168159908
AB,60,7,21_AB_exp8,0.7836252689043537
AB,60,7,21_AB_exp32,0.7601772459001936
AB,60,7,21_AB_exp64,0.7893042489998499
