letter,input_days,output_days,experiment_name,weighted_metric
J,30,1,21_J_exp8,0.6816427331060009
J,30,1,21_J_exp32,0.7009313072126402
J,30,1,21_J_exp64,0.7186550515456454
J,30,7,21_J_exp8,0.593939494123931
J,30,7,21_J_exp32,0.5992687190679491
J,30,7,21_J_exp64,0.5934067127307844
J,60,1,21_J_exp8,0.681875883535613
J,60,1,21_J_exp32,0.6796149724041466
J,60,1,21_J_exp64,0.7138239556888999
J,60,7,21_J_exp8,0.6116759875234312
J,60,7,21_J_exp32,0.5994162370648848
J,60,7,21_J_exp64,0.6263562787926763
