letter,input_days,output_days,experiment_name,weighted_metric
F,30,1,21_F_exp8,0.3702098786217757
F,30,1,21_F_exp32,0.57514861119858
F,30,1,21_F_exp64,0.5797735150469916
F,30,7,21_F_exp8,0.3367254987551108
F,30,7,21_F_exp32,0.5443088392602071
F,30,7,21_F_exp64,0.5444935459474181
F,60,1,21_F_exp8,0.5608625384280251
F,60,1,21_F_exp32,0.5710188639264597
F,60,1,21_F_exp64,0.42272480179335037
F,60,7,21_F_exp8,0.3620768392848289
F,60,7,21_F_exp32,0.5871767514313907
F,60,7,21_F_exp64,0.5526566989635622
