,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
24,1.0,1.0,0.0,6.0,2.0,30.0,1.0,0.006122822407633065,0.006122822407633065,900851.5,0.052847351878881454,3392.0,129.3365869522095,7_J_exp8,7_J.v1.l1.ds0.l_combo6.ds_combo1.idays30.odays1,100.0,Network 2,J,Min
23,1.0,1.0,0.0,5.0,2.0,60.0,7.0,0.021163856610655785,0.02116385847330093,1079639.5,0.10597195476293564,3354.0,137.3466234207153,7_J_exp8,7_J.v1.l1.ds0.l_combo5.ds_combo1.idays60.odays7,100.0,Network 2,J,Max
146,1.0,1.0,0.0,6.0,2.0,60.0,1.0,0.005987985990941525,0.005987985990941525,903650.75,0.05040770396590233,3362.0,94.31803417205809,7_V_exp64,7_V.v1.l1.ds0.l_combo6.ds_combo1.idays60.odays1,72.0,Network 3,V,Min
41,1.0,1.0,0.0,10.0,2.0,30.0,7.0,0.02047802321612835,0.0204780250787735,279412.78125,0.1022215187549591,2056.0,75.65631818771362,7_V_exp8,7_V.v1.l1.ds0.l_combo10.ds_combo1.idays30.odays7,90.0,Network 3,V,Max
