letter,input_days,output_days,experiment_name,weighted_metric
T,30,1,25_T_exp8,0.8182601076132379
T,30,1,25_T_exp32,0.8288340093590906
T,30,1,25_T_exp64,0.8331056964945732
T,30,7,25_T_exp8,0.7496538708584423
T,30,7,25_T_exp32,0.7161750862856849
T,30,7,25_T_exp64,0.7651981178192905
T,60,1,25_T_exp8,0.8282058226957187
T,60,1,25_T_exp32,0.8208578521788907
T,60,1,25_T_exp64,0.8348447369171648
T,60,7,25_T_exp8,0.756786170136009
T,60,7,25_T_exp32,0.7604499644709933
T,60,7,25_T_exp64,0.7812101767830982
