letter,input_days,output_days,experiment_name,weighted_metric
V,30,1,25_V_exp8,0.6328508319582836
V,30,1,25_V_exp32,0.6519667603423539
V,30,1,25_V_exp64,0.6939693023633585
V,30,7,25_V_exp8,0.5875017548245557
V,30,7,25_V_exp32,0.5636745944077214
V,30,7,25_V_exp64,0.5967347747766993
V,60,1,25_V_exp8,0.6666356390302258
V,60,1,25_V_exp32,0.7041984375413224
V,60,1,25_V_exp64,0.7372624699591027
V,60,7,25_V_exp8,0.5991762831405522
V,60,7,25_V_exp32,0.5911330513046309
V,60,7,25_V_exp64,0.601629727617362
