letter,input_days,output_days,experiment_name,weighted_metric
AF,30,1,4_AF_exp8,0.017210648794259344
AF,30,1,4_AF_exp32,0.01702921355080579
AF,30,1,4_AF_exp64,0.016936274797131282
AF,30,7,4_AF_exp8,0.018390568928057405
AF,30,7,4_AF_exp32,0.018093924683776973
AF,30,7,4_AF_exp64,0.017877898229865217
AF,60,1,4_AF_exp8,0.01698597641113926
AF,60,1,4_AF_exp32,0.016363157534643128
AF,60,1,4_AF_exp64,0.01659734096738095
AF,60,7,4_AF_exp8,0.018130194024034155
AF,60,7,4_AF_exp32,0.017820267855901926
AF,60,7,4_AF_exp64,0.017647698118562705
