letter,input_days,output_days,experiment_name,weighted_metric
AG,30,1,4_AG_exp8,0.01561922300606966
AG,30,1,4_AG_exp32,0.019091591238975525
AG,30,1,4_AG_exp64,0.016990147531032562
AG,30,7,4_AG_exp8,0.01799282431602478
AG,30,7,4_AG_exp32,0.018123757094144818
AG,30,7,4_AG_exp64,0.01626288704574108
AG,60,1,4_AG_exp8,0.01623712293803692
AG,60,1,4_AG_exp32,0.015629569068551064
AG,60,1,4_AG_exp64,0.01665445789694786
AG,60,7,4_AG_exp8,0.0180574394762516
AG,60,7,4_AG_exp32,0.017016256228089333
AG,60,7,4_AG_exp64,0.017213435843586918
