letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,4_Y_exp8,0.019203856587409973
Y,30,1,4_Y_exp32,0.016309721395373344
Y,30,1,4_Y_exp64,0.017039692029356956
Y,30,7,4_Y_exp8,0.01870977319777012
Y,30,7,4_Y_exp32,0.019415484741330147
Y,30,7,4_Y_exp64,0.016417618840932846
Y,60,1,4_Y_exp8,0.01697680912911892
Y,60,1,4_Y_exp32,0.016751540824770927
Y,60,1,4_Y_exp64,0.015073845162987709
Y,60,7,4_Y_exp8,0.0185090322047472
Y,60,7,4_Y_exp32,0.017656885087490082
Y,60,7,4_Y_exp64,0.01617779210209846
