letter,input_days,output_days,experiment_name,weighted_metric
I,30,1,4_I_exp8,0.032149914212616856
I,30,1,4_I_exp32,0.03196050336255747
I,30,1,4_I_exp64,0.0321488312334057
I,30,7,4_I_exp8,0.030457068254247682
I,30,7,4_I_exp32,0.030262159284384246
I,30,7,4_I_exp64,0.03039906718455131
I,60,1,4_I_exp8,0.03829349683521379
I,60,1,4_I_exp32,0.038638213965376575
I,60,1,4_I_exp64,0.039150862145519355
I,60,7,4_I_exp8,0.04092394531814054
I,60,7,4_I_exp32,0.04040090016484605
I,60,7,4_I_exp64,0.04042549258853238
