letter,input_days,output_days,experiment_name,weighted_metric
F,30,1,4_F_exp8,0.015438897048999718
F,30,1,4_F_exp32,0.017358830181036553
F,30,1,4_F_exp64,0.01662766555238108
F,30,7,4_F_exp8,0.018420192092156208
F,30,7,4_F_exp32,0.01684563774654657
F,30,7,4_F_exp64,0.01624784160585401
F,60,1,4_F_exp8,0.018044252711653455
F,60,1,4_F_exp32,0.01620876256321721
F,60,1,4_F_exp64,0.01654081421653826
F,60,7,4_F_exp8,0.01701753628988038
F,60,7,4_F_exp32,0.017797350136077954
F,60,7,4_F_exp64,0.016619677303218037
