letter,input_days,output_days,experiment_name,weighted_metric
J,30,1,4_J_exp8,0.017324134582231025
J,30,1,4_J_exp32,0.017863528470375707
J,30,1,4_J_exp64,0.01720217511276988
J,30,7,4_J_exp8,0.018531265911184442
J,30,7,4_J_exp32,0.01824232916731168
J,30,7,4_J_exp64,0.018276608474709157
J,60,1,4_J_exp8,0.017470717903602273
J,60,1,4_J_exp32,0.017154087786007077
J,60,1,4_J_exp64,0.017166544968935375
J,60,7,4_J_exp8,0.018482082636886037
J,60,7,4_J_exp32,0.01820137975502665
J,60,7,4_J_exp64,0.01832563491506862
