letter,input_days,output_days,experiment_name,weighted_metric
N,30,1,4_N_exp8,0.01771094650030136
N,30,1,4_N_exp32,0.016844606027007103
N,30,1,4_N_exp64,0.017690578475594517
N,30,7,4_N_exp8,0.018523311242461205
N,30,7,4_N_exp32,0.01729934848845005
N,30,7,4_N_exp64,0.016272829845547676
N,60,1,4_N_exp8,0.01582962088286877
N,60,1,4_N_exp32,0.016731426119804382
N,60,1,4_N_exp64,0.016330165788531303
N,60,7,4_N_exp8,0.018755048513412483
N,60,7,4_N_exp32,0.01843031495809555
N,60,7,4_N_exp64,0.016535084694623947
