letter,input_days,output_days,experiment_name,weighted_metric
T,30,1,4_T_exp8,0.017630133777856827
T,30,1,4_T_exp32,0.017331236973404884
T,30,1,4_T_exp64,0.01705465093255043
T,30,7,4_T_exp8,0.01764774136245251
T,30,7,4_T_exp32,0.017436245456337932
T,30,7,4_T_exp64,0.015906594693660736
T,60,1,4_T_exp8,0.014974878169596197
T,60,1,4_T_exp32,0.016589906066656113
T,60,1,4_T_exp64,0.014342986978590487
T,60,7,4_T_exp8,0.01848831027746201
T,60,7,4_T_exp32,0.017027946189045906
T,60,7,4_T_exp64,0.01620521955192089
