letter,input_days,output_days,experiment_name,weighted_metric
M,30,1,4_M_exp8,0.017217932120278598
M,30,1,4_M_exp32,0.016878384822869998
M,30,1,4_M_exp64,0.01710725396464602
M,30,7,4_M_exp8,0.018512911014571913
M,30,7,4_M_exp32,0.018183985936353685
M,30,7,4_M_exp64,0.017771313033465828
M,60,1,4_M_exp8,0.017088026817919322
M,60,1,4_M_exp32,0.016934935574834588
M,60,1,4_M_exp64,0.016803632427726974
M,60,7,4_M_exp8,0.017898314546386733
M,60,7,4_M_exp32,0.017509662213602235
M,60,7,4_M_exp64,0.017486206956301667
