letter,input_days,output_days,experiment_name,weighted_metric
W,30,1,18_W_exp8,0.013530846685171127
W,30,1,18_W_exp32,0.01298831682652235
W,30,1,18_W_exp64,0.012467413209378721
W,30,7,18_W_exp8,0.017620740458369255
W,30,7,18_W_exp32,0.017652176320552826
W,30,7,18_W_exp64,0.017373429611325264
W,60,1,18_W_exp8,0.013209346681833269
W,60,1,18_W_exp32,0.012442498467862606
W,60,1,18_W_exp64,0.012522589415311813
W,60,7,18_W_exp8,0.017968034371733662
W,60,7,18_W_exp32,0.017704062163829803
W,60,7,18_W_exp64,0.017444949597120285
