letter,input_days,output_days,experiment_name,weighted_metric
V,30,1,18_V_exp8,0.013986381617459383
V,30,1,18_V_exp32,0.013534305200568938
V,30,1,18_V_exp64,0.01342916714125558
V,30,7,18_V_exp8,0.018094469503495112
V,30,7,18_V_exp32,0.01786245395870585
V,30,7,18_V_exp64,0.017855451117006784
V,60,1,18_V_exp8,0.014558335449813938
V,60,1,18_V_exp32,0.013978499319832147
V,60,1,18_V_exp64,0.013911774881077156
V,60,7,18_V_exp8,0.018593964171395347
V,60,7,18_V_exp32,0.018250322972009913
V,60,7,18_V_exp64,0.018204500132271546
