letter,input_days,output_days,experiment_name,weighted_metric
Q,30,1,18_Q_exp8,0.013782833330778843
Q,30,1,18_Q_exp32,0.013358841926465477
Q,30,1,18_Q_exp64,0.013245360838899916
Q,30,7,18_Q_exp8,0.018200059703208114
Q,30,7,18_Q_exp32,0.017767278408480178
Q,30,7,18_Q_exp64,0.01763476598807321
Q,60,1,18_Q_exp8,0.013731245715705831
Q,60,1,18_Q_exp32,0.013417291770239124
Q,60,1,18_Q_exp64,0.013306559549207893
Q,60,7,18_Q_exp8,0.0180013440114905
Q,60,7,18_Q_exp32,0.017786095220747106
Q,60,7,18_Q_exp64,0.01775158794472021
