letter,input_days,output_days,experiment_name,weighted_metric
J,30,1,18_J_exp8,0.013929513492510079
J,30,1,18_J_exp32,0.013424059336015766
J,30,1,18_J_exp64,0.013382250890937862
J,30,7,18_J_exp8,0.01822198311571014
J,30,7,18_J_exp32,0.017902004795425242
J,30,7,18_J_exp64,0.017807900780838642
J,60,1,18_J_exp8,0.014688807062840347
J,60,1,18_J_exp32,0.014034959362846527
J,60,1,18_J_exp64,0.013905138256358047
J,60,7,18_J_exp8,0.018608693176051648
J,60,7,18_J_exp32,0.01835509511735736
J,60,7,18_J_exp64,0.01823956934227185
