letter,input_days,output_days,experiment_name,weighted_metric
C,30,1,18_C_exp8,0.013827213372491551
C,30,1,18_C_exp32,0.013219880921605743
C,30,1,18_C_exp64,0.013075209328566087
C,30,7,18_C_exp8,0.01816211019990226
C,30,7,18_C_exp32,0.017489637880982678
C,30,7,18_C_exp64,0.01758617912998432
C,60,1,18_C_exp8,0.014117594614500208
C,60,1,18_C_exp32,0.013316110559654508
C,60,1,18_C_exp64,0.013048187037484282
C,60,7,18_C_exp8,0.018044912213967604
C,60,7,18_C_exp32,0.01773272833394769
C,60,7,18_C_exp64,0.018123211770242696
