letter,input_days,output_days,experiment_name,weighted_metric
N,30,1,18_N_exp8,0.013506649062037468
N,30,1,18_N_exp32,0.01265686098486185
N,30,1,18_N_exp64,0.012507511302828787
N,30,7,18_N_exp8,0.017811033874750137
N,30,7,18_N_exp32,0.01735513284802437
N,30,7,18_N_exp64,0.017195018008351326
N,60,1,18_N_exp8,0.013465982861816885
N,60,1,18_N_exp32,0.012729823589324951
N,60,1,18_N_exp64,0.012634281069040298
N,60,7,18_N_exp8,0.017797332257032394
N,60,7,18_N_exp32,0.018027471378445625
N,60,7,18_N_exp64,0.01731880009174347
