letter,input_days,output_days,experiment_name,weighted_metric
AD,30,1,18_AD_exp8,0.013370457105338572
AD,30,1,18_AD_exp32,0.012884943746030329
AD,30,1,18_AD_exp64,0.01256854273378849
AD,30,7,18_AD_exp8,0.01808823086321354
AD,30,7,18_AD_exp32,0.018528172746300697
AD,30,7,18_AD_exp64,0.018412601202726364
AD,60,1,18_AD_exp8,0.013419652357697487
AD,60,1,18_AD_exp32,0.013428691774606705
AD,60,1,18_AD_exp64,0.01261873822659254
AD,60,7,18_AD_exp8,0.017932476475834846
AD,60,7,18_AD_exp32,0.017833437770605087
AD,60,7,18_AD_exp64,0.01817440241575241
