letter,input_days,output_days,experiment_name,weighted_metric
M,30,1,18_M_exp8,0.013588869859549135
M,30,1,18_M_exp32,0.013033500255384085
M,30,1,18_M_exp64,0.012979648082681962
M,30,7,18_M_exp8,0.018134814299393502
M,30,7,18_M_exp32,0.01769101821135676
M,30,7,18_M_exp64,0.017795529867116914
M,60,1,18_M_exp8,0.013701732034246886
M,60,1,18_M_exp32,0.01312624066667052
M,60,1,18_M_exp64,0.013095895303012224
M,60,7,18_M_exp8,0.0181706590025405
M,60,7,18_M_exp32,0.017793114845190895
M,60,7,18_M_exp64,0.017821825987271715
