,version,location_scheme,datastream_scheme,l_combo,ds_combo,input_days,output_days,loss,mse,mape,mae,dataset_size,training_time,experiment_name,dataset_name,epochs,network,letter,Max_or_Min
4,1,0,1,0,2,30,1,0.003216393524780869,0.003216393524780869,9269087.0,0.021049056202173237,2062,73.34027266502379,20_F_exp8,20_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,100,Network 2,F,Min
13,1,0,1,0,4,30,7,0.03965626284480095,0.03965626657009125,431674.4375,0.15742895007133484,2056,38.40065908432007,20_Q_exp8,20_Q.v1.l0.ds1.l_combo0.ds_combo4.idays30.odays7,50,Network 2,Q,Max
6,1,0,1,0,2,60,1,0.0032522478140890603,0.0032522478140890603,10379601.0,0.02212073653936386,2032,73.59814262390138,20_AA_exp8,20_AA.v1.l0.ds1.l_combo0.ds_combo2.idays60.odays1,100,Network 3,AA,Min
15,1,0,1,0,4,60,7,0.041796993464231484,0.041796993464231484,412051.71875,0.15919001400470734,2026,43.41821026802063,20_AA_exp8,20_AA.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,57,Network 3,AA,Max
4,1,0,1,0,2,30,1,0.003216393524780869,0.003216393524780869,9269087.0,0.021049056202173237,2062,73.34027266502379,20_F_exp8,20_F.v1.l0.ds1.l_combo0.ds_combo2.idays30.odays1,100,Network 4,F,Min
31,1,0,1,0,4,60,7,0.03772049397230148,0.03772049024701119,412710.3125,0.15407003462314606,2026,56.08000159263611,20_F_exp32,20_F.v1.l0.ds1.l_combo0.ds_combo4.idays60.odays7,74,Network 4,F,Max
