letter,input_days,output_days,experiment_name,weighted_metric
AG,30,1,3_AG_exp8,0.012837747111916542
AG,30,1,3_AG_exp32,0.012785585597157478
AG,30,1,3_AG_exp64,0.012134927324950695
AG,30,7,3_AG_exp8,0.017808768898248672
AG,30,7,3_AG_exp32,0.017388559877872467
AG,30,7,3_AG_exp64,0.015445906668901443
AG,60,1,3_AG_exp8,0.01321270316839218
AG,60,1,3_AG_exp32,0.01274708006531
AG,60,1,3_AG_exp64,0.011480570770800114
AG,60,7,3_AG_exp8,0.0180068239569664
AG,60,7,3_AG_exp32,0.01748901605606079
AG,60,7,3_AG_exp64,0.016262128949165344
