letter,input_days,output_days,experiment_name,weighted_metric
M,30,1,3_M_exp8,0.014674758248958005
M,30,1,3_M_exp32,0.01388874637078868
M,30,1,3_M_exp64,0.013538519776109875
M,30,7,3_M_exp8,0.017235264614331378
M,30,7,3_M_exp32,0.016602272911968696
M,30,7,3_M_exp64,0.01616395794247326
M,60,1,3_M_exp8,0.014529592589292515
M,60,1,3_M_exp32,0.013554828589042408
M,60,1,3_M_exp64,0.013800184647931434
M,60,7,3_M_exp8,0.026757191060084198
M,60,7,3_M_exp32,0.025673537769100883
M,60,7,3_M_exp64,0.025710813968518133
