letter,input_days,output_days,experiment_name,weighted_metric
G,30,1,3_G_exp8,0.013313785195350649
G,30,1,3_G_exp32,0.012088042683899404
G,30,1,3_G_exp64,0.012584126554429531
G,30,7,3_G_exp8,0.017120344564318657
G,30,7,3_G_exp32,0.015026650391519068
G,30,7,3_G_exp64,0.013826937414705752
G,60,1,3_G_exp8,0.014189678244292738
G,60,1,3_G_exp32,0.01212644949555397
G,60,1,3_G_exp64,0.01183584425598383
G,60,7,3_G_exp8,0.016449054703116417
G,60,7,3_G_exp32,0.016362307593226433
G,60,7,3_G_exp64,0.014385154470801353
