letter,input_days,output_days,experiment_name,weighted_metric
I,30,1,3_I_exp8,0.017064998449944926
I,30,1,3_I_exp32,0.016757678725694353
I,30,1,3_I_exp64,0.016894829507669906
I,30,7,3_I_exp8,0.024384810579227846
I,30,7,3_I_exp32,0.024314149348043036
I,30,7,3_I_exp64,0.02422109308973429
I,60,1,3_I_exp8,0.029383719214750675
I,60,1,3_I_exp32,0.029455591512857496
I,60,1,3_I_exp64,0.029539303618492236
I,60,7,3_I_exp8,0.02575984233979176
I,60,7,3_I_exp32,0.025223982933703808
I,60,7,3_I_exp64,0.025582988858980575
