letter,input_days,output_days,experiment_name,weighted_metric
Y,30,1,3_Y_exp8,0.01483921054750681
Y,30,1,3_Y_exp32,0.013435347937047482
Y,30,1,3_Y_exp64,0.01265091635286808
Y,30,7,3_Y_exp8,0.016534522175788883
Y,30,7,3_Y_exp32,0.01585366576910019
Y,30,7,3_Y_exp64,0.015261484310030937
Y,60,1,3_Y_exp8,0.013207160867750643
Y,60,1,3_Y_exp32,0.0133123267441988
Y,60,1,3_Y_exp64,0.012863378040492536
Y,60,7,3_Y_exp8,0.017016712576150894
Y,60,7,3_Y_exp32,0.01566560938954353
Y,60,7,3_Y_exp64,0.014828694984316826
