letter,input_days,output_days,experiment_name,weighted_metric
Q,30,1,3_Q_exp8,0.013125618787161543
Q,30,1,3_Q_exp32,0.0134428360367987
Q,30,1,3_Q_exp64,0.013706545231854945
Q,30,7,3_Q_exp8,0.016907266987282694
Q,30,7,3_Q_exp32,0.01637867905654049
Q,30,7,3_Q_exp64,0.014607547962833107
Q,60,1,3_Q_exp8,0.013799768216399983
Q,60,1,3_Q_exp32,0.013108115899487975
Q,60,1,3_Q_exp64,0.012469990848470032
Q,60,7,3_Q_exp8,0.016999521076625758
Q,60,7,3_Q_exp32,0.015557825157606004
Q,60,7,3_Q_exp64,0.014563450516250572
