letter,input_days,output_days,experiment_name,weighted_metric
T,30,1,24_T_exp8,0.013160793110728264
T,30,1,24_T_exp32,0.012616521678864956
T,30,1,24_T_exp64,0.012531828135252
T,30,7,24_T_exp8,0.018475882709026337
T,30,7,24_T_exp32,0.0177557934075594
T,30,7,24_T_exp64,0.018050502985715863
T,60,1,24_T_exp8,0.013404188677668571
T,60,1,24_T_exp32,0.012600830756127834
T,60,1,24_T_exp64,0.012647365219891071
T,60,7,24_T_exp8,0.01785815879702568
T,60,7,24_T_exp32,0.01853824965655804
T,60,7,24_T_exp64,0.017419815063476562
