letter,input_days,output_days,experiment_name,weighted_metric
V,30,1,24_V_exp8,0.013894002717523054
V,30,1,24_V_exp32,0.01334617495019898
V,30,1,24_V_exp64,0.01338467182609382
V,30,7,24_V_exp8,0.018363720643819803
V,30,7,24_V_exp32,0.01807772101718558
V,30,7,24_V_exp64,0.018093387627501806
V,60,1,24_V_exp8,0.014015028322267045
V,60,1,24_V_exp32,0.013441605731827079
V,60,1,24_V_exp64,0.013403626943105144
V,60,7,24_V_exp8,0.018424912351384118
V,60,7,24_V_exp32,0.01799446710220507
V,60,7,24_V_exp64,0.01804485811036454
