letter,input_days,output_days,experiment_name,weighted_metric
N,30,1,19_N_exp8,0.8105651885503711
N,30,1,19_N_exp32,0.8253697274533809
N,30,1,19_N_exp64,0.8425600972022872
N,30,7,19_N_exp8,0.7767673387856646
N,30,7,19_N_exp32,0.7628849231358066
N,30,7,19_N_exp64,0.7811562332087317
N,60,1,19_N_exp8,0.8417112086468249
N,60,1,19_N_exp32,0.8279229902497589
N,60,1,19_N_exp64,0.838272655602124
N,60,7,19_N_exp8,0.7426908026559161
N,60,7,19_N_exp32,0.7857454852960696
N,60,7,19_N_exp64,0.7640591350344842
